FechaSalida,AnioSalida,MesSalida,DiaSalida,NumeroVuelo,AeropuertoSalida,AeropuertoLlegada,Ruta,TiempoVuelo,FuelTotal,Pasajeros,Maletas,PesoMaletas,PesoTotalTARGET
06/10/2016,2016,10,6,1453,BRU,DUB,BRU-DUB,82,3880,163,44,649,65884
06/10/2016,2016,10,6,1478,SXF,BFS,SXF-BFS,114,4210,107,23,300,58193
06/10/2016,2016,10,6,1556,DUB,MAN,DUB-MAN,38,1818,143,35,455,59716
06/10/2016,2016,10,6,1570,SXF,VNO,SXF-VNO,79,3390,163,23,300,63417
06/10/2016,2016,10,6,1573,SDR,SXF,SDR-SXF,137,6130,188,(null),(null),68006
06/10/2016,2016,10,6,1636,NYO,PSA,NYO-PSA,141,6095,151,71,920,64632
06/10/2016,2016,10,6,1652,EMA,DNR,EMA-DNR,52,2320,157,42,550,63798
06/10/2016,2016,10,6,1882,STN,LIS,STN-LIS,138,5870,179,31,400,68224
06/10/2016,2016,10,6,1918,CRL,VLC,CRL-VLC,110,4748,177,73,470,65231
06/10/2016,2016,10,6,1919,VLC,CRL,VLC-CRL,118,5000,169,32,420,64741
06/10/2016,2016,10,6,1924,EMA,MJV,EMA-MJV,140,6180,169,109,1420,66501
06/10/2016,2016,10,6,1925,MJV,EMA,MJV-EMA,159,6984,182,(null),(null),67970
06/10/2016,2016,10,6,1965,EIN,DUB,EIN-DUB,81,3610,174,16,210,64106
06/10/2016,2016,10,6,2006,OTP,STN,OTP-STN,176,7500,174,(null),(null),67589
06/10/2016,2016,10,6,2050,TSF,CTA,TSF-CTA,76,3400,176,27,350,64324
06/10/2016,2016,10,6,2098,CIA,LIS,CIA-LIS,165,6790,180,29,380,67517
06/10/2016,2016,10,6,2242,MAN,BLQ,MAN-BLQ,118,4970,167,45,560,64777
06/10/2016,2016,10,6,2244,STN,VNO,STN-VNO,148,6600,167,20,260,67607
06/10/2016,2016,10,6,2256,VLC,CGN,VLC-CGN,135,5630,176,66,860,66918
06/10/2016,2016,10,6,2270,BGY,ATH,BGY-ATH,115,4600,120,20,260,61149
06/10/2016,2016,10,6,2368,STN,OSR,STN-OSR,112,5315,174,47,610,66138
06/10/2016,2016,10,6,2374,STN,GDN,STN-GDN,112,5079,176,29,380,66737
06/10/2016,2016,10,6,2404,STN,FMM,STN-FMM,85,3560,69,21,270,55526
06/10/2016,2016,10,6,2405,FMM,STN,FMM-STN,80,3340,150,36,470,61403
06/10/2016,2016,10,6,2435,KRK,STN,KRK-STN,115,5140,179,35,450,65358
06/10/2016,2016,10,6,2573,AGP,SCQ,AGP-SCQ,80,3720,172,31,400,66319
06/10/2016,2016,10,6,2578,VST,AGP,VST-AGP,218,9827,182,(null),(null),71798
06/10/2016,2016,10,6,2607,TSF,SXF,TSF-SXF,76,3220,147,32,380,61911
06/10/2016,2016,10,6,2612,STN,SDR,STN-SDR,91,4110,143,14,180,63979
06/10/2016,2016,10,6,2634,STN,ZAZ,STN-ZAZ,101,4900,170,38,390,67244
06/10/2016,2016,10,6,2906,DUB,BRE,DUB-BRE,98,4300,173,104,1352,68297
06/10/2016,2016,10,6,2913,MAD,TFS,MAD-TFS,151,6700,177,37,480,67099
06/10/2016,2016,10,6,2931,BRU,LIS,BRU-LIS,150,6340,184,17,276,67716
06/10/2016,2016,10,6,2936,TSF,BRU,TSF-BRU,81,3270,133,15,200,60061
06/10/2016,2016,10,6,2975,BRU,FCO,BRU-FCO,102,4480,166,42,564,64560
06/10/2016,2016,10,6,2989,CPH,BGY,CPH-BGY,99,4318,181,72,510,65539
06/10/2016,2016,10,6,2991,CPH,BGY,CPH-BGY,100,4320,172,91,930,67426
06/10/2016,2016,10,6,2995,BVA,OUD,BVA-OUD,142,6400,159,58,750,68025
06/10/2016,2016,10,6,3003,CIA,STN,CIA-STN,133,5510,184,39,510,66029
06/10/2016,2016,10,6,3015,CIA,STN,CIA-STN,130,5488,166,33,430,66047
06/10/2016,2016,10,6,3016,CGN,MAD,CGN-MAD,121,5560,177,43,560,66991
06/10/2016,2016,10,6,3031,FCO,CRV,FCO-CRV,56,3340,166,14,180,63635
06/10/2016,2016,10,6,3032,CRV,FCO,CRV-FCO,64,2800,154,11,140,61385
06/10/2016,2016,10,6,3044,GDN,WAW,GDN-WAW,37,1690,141,6,80,61059
06/10/2016,2016,10,6,3067,EIN,MAD,EIN-MAD,120,5637,179,(null),(null),67462
06/10/2016,2016,10,6,3072,STN,CIA,STN-CIA,124,5723,175,25,330,66827
06/10/2016,2016,10,6,3144,TPS,WMI,TPS-WMI,143,6100,178,75,980,67009
06/10/2016,2016,10,6,3173,ACE,EMA,ACE-EMA,241,10526,173,87,1130,71399
06/10/2016,2016,10,6,3205,CIA,MAN,CIA-MAN,151,6680,173,42,690,66809
06/10/2016,2016,10,6,3208,MAN,AGP,MAN-AGP,149,6485,178,41,530,67825
06/10/2016,2016,10,6,3234,MAN,EIN,MAN-EIN,64,2650,87,15,190,57884
06/10/2016,2016,10,6,3235,EIN,MAN,EIN-MAN,61,2652,138,23,300,59081
06/10/2016,2016,10,6,3452,LTN,MJV,LTN-MJV,126,5700,176,43,560,68242
06/10/2016,2016,10,6,3453,MJV,LTN,MJV-LTN,142,5751,172,48,620,65775
06/10/2016,2016,10,6,3473,RZE,LTN,RZE-LTN,128,5288,180,28,360,65086
06/10/2016,2016,10,6,3632,STN,BRE,STN-BRE,62,3000,131,26,340,63290
06/10/2016,2016,10,6,3658,BRE,AGP,BRE-AGP,167,6960,176,70,910,(null)
06/10/2016,2016,10,6,3698,BVA,KRK,BVA-KRK,112,4816,166,17,230,64578
06/10/2016,2016,10,6,3843,REU,STN,REU-STN,118,4999,177,68,880,66138
06/10/2016,2016,10,6,3884,LTN,MLA,LTN-MLA,179,8050,179,93,1480,70256
06/10/2016,2016,10,6,3885,MLA,LTN,MLA-LTN,183,8300,186,65,850,69965
06/10/2016,2016,10,6,3957,OTP,CIA,OTP-CIA,104,4660,178,30,390,65412
06/10/2016,2016,10,6,3967,CGN,CIA,CGN-CIA,93,4168,163,(null),(null),64306
06/10/2016,2016,10,6,3977,DUB,BCN,DUB-BCN,122,5710,173,74,962,66755
06/10/2016,2016,10,6,3990,BLQ,OTP,BLQ-OTP,98,4170,166,28,360,63852
06/10/2016,2016,10,6,3991,OTP,BLQ,OTP-BLQ,117,4825,151,(null),(null),62746
06/10/2016,2016,10,6,4016,PSR,BGY,PSR-BGY,47,2300,168,13,170,61911
06/10/2016,2016,10,6,4036,PSR,BGY,PSR-BGY,52,2300,176,7,90,62238
06/10/2016,2016,10,6,4053,EMA,WMI,EMA-WMI,131,5200,169,50,650,64106
06/10/2016,2016,10,6,4055,BVA,WMI,BVA-WMI,113,5080,167,19,250,64487
06/10/2016,2016,10,6,4117,MJV,MAN,MJV-MAN,161,6993,183,48,620,68532
06/10/2016,2016,10,6,4235,BGY,BVA,BGY-BVA,74,3080,142,20,260,60642
06/10/2016,2016,10,6,4331,TFS,MAN,TFS-MAN,249,11120,182,82,1070,73557
06/10/2016,2016,10,6,4406,DLE,RAK,DLE-RAK,169,7270,173,79,1030,69040
06/10/2016,2016,10,6,4536,EIN,BGY,EIN-BGY,74,3306,174,38,490,63870
06/10/2016,2016,10,6,4631,BGY,VLC,BGY-VLC,98,4100,177,33,430,65158
06/10/2016,2016,10,6,4659,BRI,BGY,BRI-BGY,70,3230,178,7,90,63725
06/10/2016,2016,10,6,4702,BGY,OPO,BGY-OPO,139,6120,182,35,450,66718
06/10/2016,2016,10,6,4722,BGY,BLL,BGY-BLL,104,4130,124,52,680,61041
06/10/2016,2016,10,6,4741,GLA,WMI,GLA-WMI,149,6450,178,58,760,67371
06/10/2016,2016,10,6,4775,SKG,BGY,SKG-BGY,106,4700,181,47,610,65267
06/10/2016,2016,10,6,4815,CAG,CUF,CAG-CUF,66,3090,182,24,310,65630
06/10/2016,2016,10,6,4852,FCO,CTA,FCO-CTA,52,2540,159,14,180,64360
06/10/2016,2016,10,6,4855,CTA,FCO,CTA-FCO,71,3300,175,40,520,64088
06/10/2016,2016,10,6,4856,FCO,CTA,FCO-CTA,65,3127,179,34,440,64433
06/10/2016,2016,10,6,4903,PMO,FCO,PMO-FCO,61,2550,180,22,290,62709
06/10/2016,2016,10,6,4908,FCO,PMO,FCO-PMO,44,2303,165,(null),(null),62020
06/10/2016,2016,10,6,4914,PMO,VRN,PMO-VRN,78,3680,176,26,340,66591
06/10/2016,2016,10,6,4925,KRK,DTM,KRK-DTM,80,3550,170,65,850,63326
06/10/2016,2016,10,6,4947,FMM,PMO,FMM-PMO,94,4100,179,81,1050,65195
06/10/2016,2016,10,6,5009,HHN,NDR,HHN-NDR,165,7620,183,109,1420,70619
06/10/2016,2016,10,6,5085,CHQ,PFO,CHQ-PFO,61,2857,166,22,340,62546
06/10/2016,2016,10,6,5156,FKB,AGP,FKB-AGP,138,5700,178,92,1190,66773
06/10/2016,2016,10,6,5162,MRS,FEZ,MRS-FEZ,135,6141,175,76,990,68786
06/10/2016,2016,10,6,5222,FEZ,BVA,FEZ-BVA,155,6750,169,57,740,66954
06/10/2016,2016,10,6,5228,SXF,MLA,SXF-MLA,149,6358,178,65,850,67644
06/10/2016,2016,10,6,5278,MAD,TFN,MAD-TFN,145,6050,172,33,430,66664
06/10/2016,2016,10,6,5318,SCQ,MAD,SCQ-MAD,52,2449,170,10,130,63236
06/10/2016,2016,10,6,5331,CRL,BIQ,CRL-BIQ,83,3670,146,35,460,64270
06/10/2016,2016,10,6,5332,BIQ,CRL,BIQ-CRL,85,3464,131,27,350,59372
06/10/2016,2016,10,6,5354,MAD,IBZ,MAD-IBZ,47,2450,179,18,230,65249
06/10/2016,2016,10,6,5446,MAD,MRS,MAD-MRS,76,3310,112,17,220,60388
06/10/2016,2016,10,6,5482,MAD,OPO,MAD-OPO,51,2300,175,46,600,63381
06/10/2016,2016,10,6,5485,OPO,MAD,OPO-MAD,48,2199,180,28,360,64161
06/10/2016,2016,10,6,5677,AGP,PMI,AGP-PMI,83,3370,184,33,430,63254
06/10/2016,2016,10,6,5715,SKG,NRN,SKG-NRN,155,6635,177,64,830,67426
06/10/2016,2016,10,6,5984,BGY,MAD,BGY-MAD,113,4980,174,11,140,66356
06/10/2016,2016,10,6,6028,ATH,MLA,ATH-MLA,89,4460,161,40,520,64886
06/10/2016,2016,10,6,6056,TSF,CRL,TSF-CRL,86,3705,119,16,210,58537
06/10/2016,2016,10,6,6306,SOF,CGN,SOF-CGN,128,5490,165,(null),(null),65249
06/10/2016,2016,10,6,6321,VLL,BCN,VLL-BCN,65,2830,179,23,300,64270
06/10/2016,2016,10,6,6336,BHX,SOF,BHX-SOF,167,6635,100,26,340,60914
06/10/2016,2016,10,6,6354,BGY,BCN,BGY-BCN,81,3590,177,28,360,64614
06/10/2016,2016,10,6,6368,BCN,PMI,BCN-PMI,27,1490,155,6,80,60769
06/10/2016,2016,10,6,6395,DUB,BCN,DUB-BCN,127,5400,169,70,910,(null)
06/10/2016,2016,10,6,6415,SOF,PSA,SOF-PSA,105,4300,155,20,260,63090
06/10/2016,2016,10,6,6446,CRL,SKG,CRL-SKG,140,5850,168,92,680,66283
06/10/2016,2016,10,6,6531,MRS,OPO,MRS-OPO,122,5546,177,30,390,67045
06/10/2016,2016,10,6,6542,MRS,STN,MRS-STN,98,4135,162,28,370,63145
06/10/2016,2016,10,6,6601,EMA,PMI,EMA-PMI,127,5550,172,79,1030,65376
06/10/2016,2016,10,6,6602,PMI,EMA,PMI-EMA,150,6721,179,55,720,67335
06/10/2016,2016,10,6,6624,EDI,KRK,EDI-KRK,147,6560,185,59,770,68006
06/10/2016,2016,10,6,6703,IBZ,CIA,IBZ-CIA,90,3740,166,33,430,63399
06/10/2016,2016,10,6,6728,CRL,KRK,CRL-KRK,98,4100,179,123,1210,66047
06/10/2016,2016,10,6,6876,BGY,KRK,BGY-KRK,81,3617,182,10,130,64596
06/10/2016,2016,10,6,6901,GRO,CRL,GRO-CRL,101,4160,138,28,360,61567
06/10/2016,2016,10,6,6936,PSA,SUF,PSA-SUF,65,2750,173,10,130,63272
06/10/2016,2016,10,6,6937,SUF,PSA,SUF-PSA,75,3301,181,16,210,64814
06/10/2016,2016,10,6,7045,AGP,DUB,AGP-DUB,169,7528,170,57,740,68006
06/10/2016,2016,10,6,7103,FCO,BDS,FCO-BDS,46,2340,176,29,370,65249
06/10/2016,2016,10,6,7127,LPA,DUB,LPA-DUB,226,10045,172,67,870,70800
06/10/2016,2016,10,6,7207,PMI,CGN,PMI-CGN,128,5800,184,68,880,67825
06/10/2016,2016,10,6,7209,VLC,IBZ,VLC-IBZ,29,1360,168,11,140,62474
06/10/2016,2016,10,6,7257,MAD,DUB,MAD-DUB,131,5701,172,28,360,66138
06/10/2016,2016,10,6,7407,CPH,LTN,CPH-LTN,91,3834,166,35,200,63254
06/10/2016,2016,10,6,7417,FAO,BVA,FAO-BVA,138,5950,172,(null),(null),66374
06/10/2016,2016,10,6,7418,BVA,FAO,BVA-FAO,127,5515,168,21,270,65521
06/10/2016,2016,10,6,7422,NYO,ALC,NYO-ALC,197,8580,185,60,790,69712
06/10/2016,2016,10,6,7452,CTA,BGY,CTA-BGY,95,4160,182,28,370,65231
06/10/2016,2016,10,6,7464,OPO,TUF,OPO-TUF,105,4590,187,48,620,66628
06/10/2016,2016,10,6,7477,TFS,PSA,TFS-PSA,234,10320,177,54,700,(null)
06/10/2016,2016,10,6,7482,FMM,FAO,FMM-FAO,158,6700,182,109,1420,68877
06/10/2016,2016,10,6,7492,STN,GLA,STN-GLA,58,2600,156,16,210,60914
06/10/2016,2016,10,6,7493,GLA,STN,GLA-STN,60,2812,157,11,140,61458
06/10/2016,2016,10,6,7498,STN,GLA,STN-GLA,62,2740,175,36,470,62927
06/10/2016,2016,10,6,7736,EIN,LPA,EIN-LPA,250,10400,179,79,1020,71036
06/10/2016,2016,10,6,7742,GLA,LDY,GLA-LDY,32,1520,159,29,430,62546
06/10/2016,2016,10,6,7752,MAD,RAK,MAD-RAK,97,4082,171,37,480,64723
06/10/2016,2016,10,6,7776,TSF,CHQ,TSF-CHQ,124,5519,178,86,1120,66700
06/10/2016,2016,10,6,7782,MRS,AGP,MRS-AGP,101,4350,171,71,920,64904
06/10/2016,2016,10,6,7823,PIK,BCN,PIK-BCN,142,6000,179,50,650,66954
06/10/2016,2016,10,6,7883,ALC,NUE,ALC-NUE,137,5920,178,66,860,69240
06/10/2016,2016,10,6,8011,DUB,WMI,DUB-WMI,157,6470,170,18,234,66174
06/10/2016,2016,10,6,8056,CGN,CFU,CGN-CFU,129,5687,152,(null),(null),65104
06/10/2016,2016,10,6,8057,CFU,TSF,CFU-TSF,88,3600,155,29,380,62274
06/10/2016,2016,10,6,8073,CRL,TNG,CRL-TNG,158,7240,172,123,789,70963
06/10/2016,2016,10,6,8097,BVA,RBA,BVA-RBA,150,6760,175,94,1220,69965
06/10/2016,2016,10,6,8172,CRL,AGA,CRL-AGA,198,8960,181,161,2090,72505
06/10/2016,2016,10,6,8297,ALC,BRS,ALC-BRS,141,6310,180,51,660,67353
06/10/2016,2016,10,6,8321,STN,VLC,STN-VLC,120,5460,153,21,270,63889
06/10/2016,2016,10,6,8368,MAD,BUD,MAD-BUD,154,6750,174,31,400,68569
06/10/2016,2016,10,6,8412,BGY,BUD,BGY-BUD,76,3450,180,37,490,64106
06/10/2016,2016,10,6,8415,BUD,CRL,BUD-CRL,100,4180,161,16,210,62891
06/10/2016,2016,10,6,8495,BGY,BDS,BGY-BDS,76,3490,170,21,280,65830
06/10/2016,2016,10,6,8628,TPS,TRN,TPS-TRN,83,3610,189,22,290,65031
06/10/2016,2016,10,6,8709,BVA,BRI,BVA-BRI,120,4975,154,44,570,63889
06/10/2016,2016,10,6,8726,BRI,CAG,BRI-CAG,70,2940,177,20,260,63689
06/10/2016,2016,10,6,8727,CAG,BRI,CAG-BRI,60,2480,175,43,560,62746
06/10/2016,2016,10,6,8781,GDN,ORK,GDN-ORK,140,6152,184,57,740,66555
06/10/2016,2016,10,6,8804,CGN,AGP,CGN-AGP,155,6370,184,80,1040,66664
06/10/2016,2016,10,6,8826,BDS,TRN,BDS-TRN,90,3720,179,20,260,64759
06/10/2016,2016,10,6,8840,TSF,IBZ,TSF-IBZ,107,4526,163,45,590,64270
06/10/2016,2016,10,6,8852,MLA,STN,MLA-STN,188,8603,188,64,1080,70183
06/10/2016,2016,10,6,8885,BGY,BDS,BGY-BDS,73,3070,128,8,100,62075
06/10/2016,2016,10,6,8886,BDS,BGY,BDS-BGY,83,3400,178,11,140,63417
06/10/2016,2016,10,6,8973,RYG,POZ,RYG-POZ,81,3540,170,31,410,64143
06/10/2016,2016,10,6,9034,ALC,BVA,ALC-BVA,113,4920,171,43,560,67553
06/10/2016,2016,10,6,9045,BCN,STN,BCN-STN,123,5430,152,44,570,63598
06/10/2016,2016,10,6,9073,MAN,ALC,MAN-ALC,135,5900,183,68,290,66737
06/10/2016,2016,10,6,9139,DLE,OPO,DLE-OPO,124,5070,176,43,560,66011
06/10/2016,2016,10,6,9198,PSA,SOF,PSA-SOF,84,3530,131,(null),(null),60152
06/10/2016,2016,10,6,9282,STN,FAO,STN-FAO,146,6000,173,37,480,66174
06/10/2016,2016,10,6,9335,GRO,BRS,GRO-BRS,108,4800,169,68,880,65920
06/10/2016,2016,10,6,9387,BCN,EMA,BCN-EMA,130,5790,181,78,1010,(null)
06/10/2016,2016,10,6,9388,EMA,BCN,EMA-BCN,117,5140,181,110,1430,68025
06/10/2016,2016,10,6,9451,TSF,DUB,TSF-DUB,142,5920,182,48,620,67498
06/10/2016,2016,10,6,9456,DUB,BLQ,DUB-BLQ,133,5350,161,61,871,64578
06/10/2016,2016,10,6,9593,PMI,LPL,PMI-LPL,156,6600,182,80,1040,66428
06/10/2016,2016,10,6,9635,CIA,BVA,CIA-BVA,109,4700,166,24,310,64197
06/10/2016,2016,10,6,9651,CIA,EMA,CIA-EMA,140,5740,181,47,610,66229
06/10/2016,2016,10,6,9671,CIA,NRN,CIA-NRN,116,5360,180,41,530,66047
06/10/2016,2016,10,6,9773,FKB,STN,FKB-STN,67,2920,169,61,790,63018
06/10/2016,2016,10,6,9779,BDS,PSA,BDS-PSA,73,3220,172,19,250,62927
06/10/2016,2016,10,6,9885,LDY,LPL,LDY-LPL,38,1900,155,16,360,59825
06/10/2016,2016,10,6,9924,EIN,PSA,EIN-PSA,88,3910,178,26,340,65412
06/10/2016,2016,10,6,9943,ORK,ACE,ORK-ACE,214,8840,182,90,1170,70746
06/10/2016,2016,10,6,9977,BVA,PSA,BVA-PSA,80,3637,139,23,300,60895
06/10/2016,2016,10,6,9982,BLQ,AHO,BLQ-AHO,56,2730,173,20,260,65394
06/10/2016,2016,10,6,11,STN,ATH,STN-ATH,183,8222,174,22,290,69294
06/10/2016,2016,10,6,28,ATH,SKG,ATH-SKG,38,2127,158,6,80,61929
06/10/2016,2016,10,6,103,STN,SNN,STN-SNN,63,2852,142,18,230,59698
06/10/2016,2016,10,6,116,DUB,LGW,DUB-LGW,78,3000,142,33,429,59843
06/10/2016,2016,10,6,117,LGW,DUB,LGW-DUB,55,2550,183,44,570,63199
06/10/2016,2016,10,6,133,BCN,SXF,BCN-SXF,136,6059,168,31,400,66229
06/10/2016,2016,10,6,143,LGW,DUB,LGW-DUB,64,2900,178,34,440,63344
06/10/2016,2016,10,6,171,ATH,SXF,ATH-SXF,154,7180,183,70,910,68768
06/10/2016,2016,10,6,202,DUB,STN,DUB-STN,60,2520,87,11,143,55073
06/10/2016,2016,10,6,203,STN,DUB,STN-DUB,61,2580,134,12,160,59372
06/10/2016,2016,10,6,241,DUB,VGO,DUB-VGO,105,4190,126,24,312,60043
06/10/2016,2016,10,6,332,DUB,LTN,DUB-LTN,49,2330,154,18,234,60424
06/10/2016,2016,10,6,341,LTN,DUB,LTN-DUB,53,2530,168,19,250,62202
06/10/2016,2016,10,6,411,LTN,CPH,LTN-CPH,90,3670,135,28,360,60315
06/10/2016,2016,10,6,448,DUB,LPL,DUB-LPL,31,1450,114,13,(null),56814
06/10/2016,2016,10,6,449,LPL,DUB,LPL-DUB,30,1550,98,11,140,56107
06/10/2016,2016,10,6,504,DUB,BRS,DUB-BRS,46,2250,83,11,143,56832
06/10/2016,2016,10,6,506,DUB,BRS,DUB-BRS,41,1920,152,31,403,60496
06/10/2016,2016,10,6,514,STN,DNR,STN-DNR,55,2390,130,15,200,61131
06/10/2016,2016,10,6,557,MAN,DUB,MAN-DUB,35,1910,164,19,250,63308
06/10/2016,2016,10,6,586,STN,PSA,STN-PSA,111,5170,170,41,530,68224
06/10/2016,2016,10,6,589,PSA,STN,PSA-STN,110,4960,173,25,330,65322
06/10/2016,2016,10,6,604,CPH,BUD,CPH-BUD,89,3928,164,21,170,63217
06/10/2016,2016,10,6,611,STN,LDY,STN-LDY,61,2630,143,12,160,62691
06/10/2016,2016,10,6,633,CPH,DUB,CPH-DUB,111,4522,179,69,410,66265
06/10/2016,2016,10,6,662,DUB,BHX,DUB-BHX,35,1950,100,7,91,55435
06/10/2016,2016,10,6,692,ALC,PIK,ALC-PIK,187,8145,183,57,740,68387
06/10/2016,2016,10,6,735,BTS,BHX,BTS-BHX,126,5520,175,59,770,66301
06/10/2016,2016,10,6,817,EDI,DUB,EDI-DUB,44,2030,181,47,610,63870
06/10/2016,2016,10,6,902,ORK,STN,ORK-STN,73,3000,121,12,12,58048
06/10/2016,2016,10,6,982,STN,PSR,STN-PSR,118,5300,176,50,650,68206
06/10/2016,2016,10,6,1014,PRG,STN,PRG-STN,88,3860,158,21,273,62347
06/10/2016,2016,10,6,1030,TRN,CTA,TRN-CTA,85,3640,179,33,430,64904
06/10/2016,2016,10,6,1056,WMI,CRL,WMI-CRL,100,4173,141,29,370,61240
06/10/2016,2016,10,6,1086,CTA,BLQ,CTA-BLQ,82,3830,178,(null),(null),64106
06/10/2016,2016,10,6,1087,BLQ,CTA,BLQ-CTA,74,3290,173,16,210,63508
06/10/2016,2016,10,6,1106,INI,SXF,INI-SXF,104,4210,171,(null),(null),64850
06/10/2016,2016,10,6,1133,LGW,BFS,LGW-BFS,64,2930,159,33,430,61041
06/10/2016,2016,10,6,1137,LGW,BFS,LGW-BFS,59,2500,169,19,250,62020
06/10/2016,2016,10,6,1149,SOF,SXF,SOF-SXF,114,4668,177,45,580,65557
06/10/2016,2016,10,6,1225,CHQ,ATH,CHQ-ATH,32,1730,167,18,230,61875
06/10/2016,2016,10,6,1233,JTR,ATH,JTR-ATH,34,1650,183,138,1799,64487
06/10/2016,2016,10,6,1247,BTS,ATH,BTS-ATH,108,4627,153,27,350,63925
06/10/2016,2016,10,6,1393,RYG,STN,RYG-STN,95,3940,159,56,730,62310
06/10/2016,2016,10,6,1455,BRU,DUB,BRU-DUB,78,3580,170,33,448,65993
06/10/2016,2016,10,6,1477,BFS,SXF,BFS-SXF,125,5040,158,(null),(null),63997
06/10/2016,2016,10,6,1571,VNO,SXF,VNO-SXF,77,3490,176,(null),21,67535
06/10/2016,2016,10,6,1653,DNR,EMA,DNR-EMA,63,2440,127,(null),(null),58555
06/10/2016,2016,10,6,1802,STN,CFU,STN-CFU,164,7280,157,64,830,68859
06/10/2016,2016,10,6,1887,LIS,STN,LIS-STN,145,6475,178,61,790,67281
06/10/2016,2016,10,6,1901,DUB,KRK,DUB-KRK,153,6390,181,20,260,66229
06/10/2016,2016,10,6,1948,DUB,HHN,DUB-HHN,97,4199,165,82,1066,64288
06/10/2016,2016,10,6,1957,FAO,EMA,FAO-EMA,162,7260,184,78,1010,69022
06/10/2016,2016,10,6,1982,DUB,BIQ,DUB-BIQ,102,4620,153,66,858,65975
06/10/2016,2016,10,6,1984,DUB,CCF,DUB-CCF,113,4790,136,33,429,61857
06/10/2016,2016,10,6,1985,CCF,DUB,CCF-DUB,123,5338,171,45,590,65521
06/10/2016,2016,10,6,2005,STN,OTP,STN-OTP,166,7090,171,43,560,67553
06/10/2016,2016,10,6,2013,STN,PRG,STN-PRG,99,4310,157,18,230,63616
06/10/2016,2016,10,6,2040,CTA,TSF,CTA-TSF,82,3800,182,36,470,64415
06/10/2016,2016,10,6,2062,PMI,MAD,PMI-MAD,65,3060,171,18,230,64124
06/10/2016,2016,10,6,2089,LIS,BRE,LIS-BRE,167,7460,183,81,1050,69385
06/10/2016,2016,10,6,2096,LIS,OPO,LIS-OPO,35,1560,154,6,80,60714
06/10/2016,2016,10,6,2102,OTP,CRL,OTP-CRL,150,6160,172,32,420,65811
06/10/2016,2016,10,6,2121,CRL,PRG,CRL-PRG,69,3200,168,53,320,62891
06/10/2016,2016,10,6,2124,PRG,CRL,PRG-CRL,70,3034,119,9,117,58320
06/10/2016,2016,10,6,2153,ALC,BHX,ALC-BHX,147,5880,172,47,610,66011
06/10/2016,2016,10,6,2157,AGP,BHX,AGP-BHX,169,7533,180,59,770,68551
06/10/2016,2016,10,6,2163,PMI,BHX,PMI-BHX,142,6140,174,77,1000,66428
06/10/2016,2016,10,6,2314,STN,BTS,STN-BTS,118,5380,186,15,200,67879
06/10/2016,2016,10,6,2369,OSR,STN,OSR-STN,111,4710,167,48,(null),64523
06/10/2016,2016,10,6,2371,STN,DUB,STN-DUB,56,2580,175,42,550,63508
06/10/2016,2016,10,6,2433,KRK,STN,KRK-STN,114,4800,167,37,480,64397
06/10/2016,2016,10,6,2462,STN,BZG,STN-BZG,116,5210,170,22,290,65213
06/10/2016,2016,10,6,2486,LBA,IBZ,LBA-IBZ,140,6170,173,67,860,67589
06/10/2016,2016,10,6,2511,AGP,BVA,AGP-BVA,139,6080,144,19,250,66229
06/10/2016,2016,10,6,2529,SXF,MAD,SXF-MAD,154,6880,173,30,390,68115
06/10/2016,2016,10,6,2548,NYO,AGP,NYO-AGP,221,9745,181,51,680,71290
06/10/2016,2016,10,6,2574,SCQ,AGP,SCQ-AGP,74,3160,185,31,400,64215
06/10/2016,2016,10,6,2594,SDR,AGP,SDR-AGP,66,2720,176,28,360,63199
06/10/2016,2016,10,6,2613,SDR,STN,SDR-STN,92,3830,169,7,90,62891
06/10/2016,2016,10,6,2624,PDL,LIS,PDL-LIS,111,4990,185,29,380,66483
06/10/2016,2016,10,6,2635,ZAZ,STN,ZAZ-STN,118,4880,176,24,310,64614
06/10/2016,2016,10,6,2685,STN,EDI,STN-EDI,58,2600,149,26,340,60079
06/10/2016,2016,10,6,2813,CGN,STN,CGN-STN,55,1730,153,19,250,60533
06/10/2016,2016,10,6,2926,LIS,BRU,LIS-BRU,145,5940,180,39,530,66555
06/10/2016,2016,10,6,2928,BRU,OPO,BRU-OPO,123,5350,181,35,460,65957
06/10/2016,2016,10,6,2996,OUD,BVA,OUD-BVA,150,6900,174,(null),(null),66882
06/10/2016,2016,10,6,3018,CGN,CIA,CGN-CIA,93,4310,166,60,780,67154
06/10/2016,2016,10,6,3063,BCN,TFN,BCN-TFN,181,7450,160,27,350,66737
06/10/2016,2016,10,6,3093,SKG,BVA,SKG-BVA,168,7480,154,45,580,66192
06/10/2016,2016,10,6,3100,DUB,AMS,DUB-AMS,77,3660,178,43,559,63236
06/10/2016,2016,10,6,3103,AMS,DUB,AMS-DUB,70,3050,180,34,450,(null)
06/10/2016,2016,10,6,3105,AMS,DUB,AMS-DUB,72,3340,180,12,170,64560
06/10/2016,2016,10,6,3209,AGP,MAN,AGP-MAN,167,7430,184,58,750,69131
06/10/2016,2016,10,6,3246,MAN,STR,MAN-STR,92,4049,170,40,520,64378
06/10/2016,2016,10,6,3253,NRN,STN,NRN-STN,56,2480,161,20,260,61440
06/10/2016,2016,10,6,3256,LTN,FNI,LTN-FNI,95,3840,66,11,140,56705
